aadhdhayis	aaashsho
leemisido	ekkiyagee
leemiso	ekkiyes
leemisodan	ekkiyo
leemisoppe	ekkiyobaa
leemisota	ekkiyobaassi
leemisotun	ekkiyode
leemisoy	ekkiyogaa
leemisuwa	ekkiyogee
leemisuwaara	ekkiyogeenne
leemisuwaassi	ekko
leemisuwan	ekkoosappe
leemisuwanne	ekkoosona
leemisuwassi	ekkoppa
leemisuwau	ekkuwa
leemisuwaw	ekkuwaw
leemisuwawu	eko
leemisuwu	ekuutee
leeppennan	ekuwa
lefa	ekuwawnne
lefakkonne	elaa
lemi	elated
lem''i	elcco
lemisuwawu	elccuwa
like	elder's
likettees	elders'
likettennaba	ele
likke	elementte
likkenna	elenjjuwa
likketetta	elephantiasis
likketettaa	elephant's
likkettiyoy	elettiis
likkiyoobatudan	eliya
likkiyooga	elle
limiyonne	ellella
lingual	ellellees
linguistic	ellellenna
lining	ellellidi
linking	ellellido
lisilisiyaa	ellelliis
literacy	ellelliya
literary	elobowing
literature	elohee
llaa	elongated
ln	eloped
lo	elopement
loccu	else's
loddaara	elummees
loddan	elummiis
lo''idi	elunchchaa
londdona	elussaa
long	em
lo''o	emanicipate
lo''obaa	emanicipated
lo''odan	embace
loohanchchaa	embalming
loohanchchati	embarassed
loohanchchatoo	embarassing
loohanchchti	embarassment
loohida	embers
loohidi	embezzled
loohissanaw	embezzlement
loohissanawu	ememy
loohissiyo	emere
loohiyaageetussi	emeren
loohiyoogaa	emereppe
loossuwa	emeriya
loossuwaara	emetic
lo''otettawu	empathetic
loyitti	emptyhanded
loytta	encciis
loyttada	enccula
loytti	enccuretti
loyttidi	enccurettiis
luxanawu	enccuriis
luxanchchati	enccurssaa
luxanchchatikka	encircling
luxetta	encounted
luxettaa	enemy's
luxettan	energetically
luxettawu	enflame
luxettay	enkkekka
luxidi	enkkekkidi
luxidobaa	enkkekkiis
luxissanawu	enkkesheesha
luxissanchchaa	enkkesheeshiis
luxissanchchattikka	enkkesheeshoppa
luxissiyaa	enset
luxissiyaagee	'enset
luxiyaa	'enset'
luxiyo	enslavement
luxiyoo	enslaver
luxiyoogaa	entangled
luxiyoonaa	entanglement
luxxissiyoo	enterance
m	entrails
ma	entte
maa	enttebaa
maaaddiyooga	enttena
maacaappe	enttenaara
maacaasu	enttenee
maacana	enttenoo
maacanawu	entterkka
maacanawunne	enttiyo
maaccanawu	entttekko
maaccettibeennabaa	entwine
maacees	entwined
maacetta	envelooppiya
maacettaa	envelope's
maacettananne	envveloopiyan
maacettees	epilepsy
maacetti	eqa
maacettida	eqaa
maacettidabay	eqettanaw
maacettidi	eqettees
maacettiichibeenna	eqetti
maacettikkoi	eqettidi
maacettiyaaba	eqettiis
maacettiyooge	eqettiya
maacettyioy	eqettiyagaa
maachcha	eqettiyagee
maachchaa	eqettiyo
maachchaanne	eqettoosona
maachchaappe	eqo
maachchan	eqotaa
maachchati	eqoy
maachchawu	eqqa
maachchay	eqqaas
maaci	eqqaasu
maacidi	eqqada
maacido	eqqanaadan
maacidobata	eqqees
maacidoogaa	eqqennan
maacidoy	eqqettiya
maaciidi	eqqi
maacikko	eqqida
maacin	eqqidaagaa
maaciya	eqqidi
maaciyaaba	eqqido
maaciyaagaa	eqqidosona
maaciyo	eqqiigees
maaciyoogaa	eqqiis
maaciyoogee	eqqinkka
maackko	eqqiyo
maacoosona	eqqiyosaa
maada	eqqiyosaappe
maaddana	eqqiyosan
maaddanauw	eqqoppa
maaddanawu	eqqukku
maadddiya	equivocate
maaddees	equivocation
maaddi	equwa
maaddidi	equwassi
maaddii	er
maaddiiyaakkonne	eraa
maaddiiyye	eraadan
maaddiy	eraagaasu
maaddiya	eraanne
maaddiyaa	eraara
maaddiyaagaa	eraasu
maaddiyaba	eran
maaddiyabadan	erana
maaddiyabi	eranaw
maaddiyakko	eranchca
maaddiyay	eranchcha
maaddiybata	eranchchaa
maaddokkona	eranchchaassi
maaddoosona	eranchchanne
maadettakka	eranchchati
maadettanawu	eranchchatu
maadiis	eranchchatuppe
maadiya	eranchchay
maadiyoogaa	eratetta
maado	eratettaa
maadonne	eratettaara
maadoqofaa	eratettay
maadoy	eraw
maaduwa	erawsu
maaduwakka	eray
maahchcaa	erayiis
maalaalenna	erays
maalaalettiiddi	erectness
maalaaliyabaa	erees
maalaalo	eremiya
maalaata	erenna
maalaataa	erennan
maalaatii	erennasaa
maalaatiis	eretaa
maalaatin	eretenna
maaletto	eretettiis
maallado	eretissidoogee
maana	eretissiis
maanawu	erett
maara	erettaa
maaraa	erettanaadan
maaraan	erettenna
maaraanne	erettennan
maaraara	eretti
maaran	erettibaa
maarattidaakko	erettida
maaray	erettidaagaa
maarayidi	erettidaagee
maarayiyoogaa	erettidaageeta
maarayiyoogan	erettidosona
maaretay	erettiis
maaretissanawu	erettiya
maarettida	erettiyo
maari	erettiyogaa
maashiine	erettoos
maashiiniyaara	eri
maashiniyanee	eribookko
maataa	erica
maatafa	eridabaa
maatay	eridi
maatta	erii
maattay	eriiddi
maaxxaafay	eriis
maayanawu	erikke
maayees	erissays
maayetta	erissennan
maayettaa	erissiis
maayettana	erissiya
maayettanaa	erissiyagaa
maayettanaadan	erissiyakko
maayettananne	erisso
maayettanawu	erissoy
maayettanawunne	erissuwa
maayettay	erissuwanne
maayettenna	eriya
maayettennaadan	eriyakkonne
maayettidee	eriyobaa
maayettidi	eriyobay
maayettidinne	ero
maayettidoba	eroded
maayettiwawu	erograamiya
maayettiya	eroosona
maayettiyaaba	errorfree
maayettiyaaga	erstwhile
maayettiyagaa	erteria
maayettiyakko	ertteri
maayettiyo	eruct
maayettiyobi	eructate
maayettiyogaa	eructation
maayettiyona	erukku
maayettiyonne	erupted
maayettiyoo	eshsha
maayettiyooba	eso
maayettiyoobaa	essa
maayettiyoobanna	essaas
maayettiyooga	essaasu
maayettiyoogaa	essabeykkii
maayettiyoogan	essana
maayettiyoogee	essanaw
maayettiyoonaa	essees
maayettiyoonne	essenan
maayettiyoy	essibeena
maayettna	essida
maayettokkonaa	essido
maayettoos	essidosona
maayettoosona	essiigiis
maayetuwa	essiis
maayiyaagaa	essikke
maayiyaana	essikko
maayiyoobaaninne	essiyabati
maayuwa	essiyo
maayuwan	estranged
maayya	estrus
maayyennaagaa	esuwa
maayyuwa	et
maayzza	eta
maazer	etaa
macaara	etaagaa
macara	etaara
macaraa	etaaro
macaraanne	etabaa
macaraara	etakko
macaran	etaso
macaratakka	etassi
macaratettaa	etaw
macarati	etayyoo
macaratu	etc
macaray	etea
macca	etee
maccaasa	ethiopa
maccaasaa	ethiopian
maccaasaakko	eti
maccaasaara	ettaa
maccaasay	ettay
maccaasee	eulogise
maccanne	eulogize
macettida	eulogy
machchiyo	euphemistic
macidi	euphorbia
madaalamiyawu	euro
madafa	europian
madafan	evalute
maddees	evangelist
maddiya	evildoer
madhdhiyo	evileyed
maerettidabaappe	exaa
magadiyo	examinee
magalasho	exatana
magalashuwa	exatiis
maganaa	exatiyagaa
maha	exceedance
mahaa	excrement
mahana	exercice
mahata	exhalation
mahay	expandability
mahettanawu	exproprieted
mahettida	extendability
mahida	extinguishment
mail	exuberant
maintenance	eyeache
ma''iyappe	eyelashes
major	eyi
makidi	ezgga
makke	ezggana
makkisiyo	ezgganaassi
makkisiyoogaana	ezggees
makkiyo	ezggidobaa
mal	ezggiis
mala	ezggitte
malaalettidi	ezggiyabi
malaalissanaw	ezggiyagaa
malaalissenna	ezggiyagee
malaata	ezggiyageeti
malaataa	ezggiyageetussi
malaataaninnee	ezggiyo
malaatana	ezggiyogee
malaatanaassa	ezggo
malaatanawu	ezggoos
malaatappe	ezgguwa
malaatata	f
malaatatettaa	fadedness
malaatati	faeces
malaatatu	fainthearted
malaatatun	family's
malaatees	faransaye
malaatettees	faranssaye
malaatii	farmer's
malaatiiddi	fastflowing
malaatiiddikka	fastspreading
malaatityo	fatherhood
malaatityoo	fatherinlaw
malaatiya	father's
malaatiyaaba	fatigable
malaatiyaagaa	favour
malaatiyaba	favourable
malaatiyoge	favourite
malaatiyoogadan	fax
malaatiyoogan	fearfulness
malabaa	feces
malabatakka	fenugreen
malabay	ferzzaa
malakattati	fester
malakko	festered
malala	festering
malalee	fetcher
malan	fianc
malanne	fibres
malata	ficus
malatees	fidgeting
malatetta	fidgetting
malatettaa	fidgety
malatettaakka	fiftycent
malatettay	fiixaa
malatissees	fiixiis
malatiya	filledin
malatiyaa	fillin
malatiyaabaa	filmiya
malatiyaakko	filooloojiya
malatiyaba	filtrate
malatiyabaata	filtration
malatiyaban	fingernails
malatiyabata	fireburning
malatiyabati	firelighting
malatiyabatun	firestorm
malay	firstborn
malayis	fistfight
male	fistful
malee	fistula
maleeyye	fivelobed
malennan	fivestringed
mali	fixative
malideti	flabby
malidobaa	flamingo
malidobay	flareup
malidosona	flatmate
malite	flavorfulness
maliyoogaa	flavorless
mallasa	flavour
maloosona	flavouring
maltiyaabata	flavours
manaaxxire	fleminggiyan
manaaxxiriya	flexed
manawu	flexing
manddaraa	flickered
manddarana	flighty
manddaray	flippant
manddarikko	floatable
mankka	flocculent
mankkaa	floodwaters
mankkan	flours
mankkatettaa	floury
mankkay	fluster
mankkaykka	foldable
mankkee	footballsoccer
mankki	foothills
manta	footholds
mantta	forbiddance
manttiyaa	foreleg
manttiyadan	forelegs
manttiyan	forelimb
manttiyawu	foremilk
maraa	foreskin
maraccetettaa	formless
marajaa	fornicate
marakka	fornicated
maretti	fornicator
marker	fornow
markka	forswear
markkaa	forswore
markkabaiyan	forsworn
markkabiyan	fortell
markkata	fortyfive
markkatiyoy	fossils
markkattoosona	fourlegged
markkinaa	fourlimbed
mashasha	fr
mashashi	fracas
mashsha	fractious
mashshashi	frankincense
mashshi	frankkiya
maskkoote	freebie
maskkootee	freemarket
masqqala	frenchspeaking
massiyooge	fridge
mastiqaa	friend's
masttiqaa	friijee
masttiqay	friijiya
mata	frontline
mataa	fulfiller
mataakko	fullygrown
matan	fumigant
matatettaa	fumigate
matatettan	fumigated
matatettay	fumigation
matattidi	funnelshaped
matattiyaa	g
matawu	ga
mate	gaa
material	gaabbi
mati	gaabbulaa
matodistte	gaabbuliis
mattaanne	gaabiya
mattuma	gaabiyanne
mattumaa	gaacaydda
mattuman	gaaccaasu
mattumawu	gaaccanaw
mattummaanne	gaaccawsu
maxaafa	gaaccaydda
maxaafaa	gaaccettiyo
maxaafaanne	gaacciiddi
maxaafaappe	gaacciis
maxaafan	gaaccissanaw
maxaafappe	gaacciya
maxaafata	gaacciyagaa
maxaafati	gaacettanaadan
maxaafatun	gaacettenna
maxaafatuppe	gaacettennan
maxaafay	gaacettiya
maxaafaykka	gaacettokkona
maxaafaynne	gaachcha
maxeetiyan	gaachchaa
maxi	gaachchaayyoo
maxiyooga	gaachchay
maxxaafa	gaada
maxxaafaa	gaadaa
maxxaafay	gaadaasu
maxxeetetuuni	gaadakka
mayettikko	gaadasa
mayettiyoogaa	gaaddetiis
mayirettaa	gaaddetiyogee
mayirettaanne	gaaddettiyagaa
mayirettaappe	gaadeeyye
mayirettaara	gaadii
mayirettawu	gaadiis
mayirettay	gaadiya
mayraamee	gaagaa
mays	gaaggi
mayzaba	gaaginaa
mayziya	gaakkenna
mayziyaa	gaaleenee
mayzza	gaaleeniya
mayzzaa	gaallaa
mayzzabaa	gaalluwa
mayzzana	gaameelaa
mayzzanawuh	gaameelay
mayzzennaagaa	gaammiya
mayzzennan	gaammiyo
mayzziya	gaammo
mayzziyaa	gaammoy
mayzziyaaba	gaammuwa
mayzziyaaga	gaammuwassi
mayzziyaagaa	gaana
mayzziyaba	gaanaassimokkanaassi
mayzziyannee	gaaniis
mayzziyo	gaaniya
mazgapaa	gaaniyan
mazggafa	gaannaa
mazggafaa	gaannamiya
mazggafaakko	gaannatees
mazggafaape	gaannatiis
mazggafan	gaannatuwa
mazggafidoogeetuppe	gaappo
mazggafo	gaappotiis
mazggafuwaa	gaappoy
mazggapiyo	gaappuwa
mazggapiyoga	gaaraa
mazggapiyoge	gaaree
mazggapiyooga	gaareppa
mazggapuwappe	gaaretiisinne
mazzenna	gaaretta
meaning	gaarettaa
medhdha	gaarettay
medhdhana	gaarettiis
medhdhanaadan	gaarettiyo
medhdhanawu	gaariis
medhdhanawunne	gaariqiis
medhdhawu	gaariya
medhdhees	gaariyan
medhdheettees	gaasaa
medhdhi	gaashe
medhdhiay	gaashee
medhdhida	gaashees
medhdhide	gaashettaa
medhdhidee	gaashiis
medhdhidi	gaashiya
medhdhidinne	gaashiyo
medhdhido	gaashshe
medhdhidoba	gaashshiya
medhdhidobanne	gaashshiyan
medhdhidobata	gaashuwa
medhdhidobay	gaaso
medhdhidoo	gaasotettan
medhdhidoogaa	gaasottiis
medhdhiigoosona	gaasoy
medhdhiis	gaasoyiis
medhdhiyaagaa	gaasoynne
medhdhiyaagee	gaasu
medhdhiyaageeta	gaasuwa
medhdhiyakko	gaasuwan
medhdhiyay	gaatiya
medhdhiyo	gaaxaata
medhdhiyogaanne	gaaxaataa
medhdhiyonne	gaaxaatiis
medhdhiyoo	gaaxettaa
medhdhiyoogaa	gaaxxiis
medhdhiyooge	gaayiya
medhdhiyoogee	'gaayiya'
medhdhoba	gaayyiya
medhdhoosona	gaazeexa
medhdhyo	gaazeexaa
meeccin	gaazeexaa'
meeccite	gaazeexan
meecettite	gabalaca
meehee	gabbaa
meeheenne	gabbaaraa
meenna	gabbaaray
meeraa	gabbettaa
meeze	gabbi
meezee	gabbiis
meezeta	gabble
meezetadii	gabee
meezetana	gabeykku
meezetanagee	'gabi'
meezetanawu	gabireellee
meezetanawunne	gabiya
meezetanwu	gabiyappe
meezetees	gacca
meezeti	gacciis
meezetibeenna	gacettaa
meezetibeennaagee	gachchaama
meezetibeennabaakko	gachchaamiis
meezetibeenne	gaciniyo
meezetida	gacinnaasu
meezetidaageeta	gacinnee
meezetiddi	gacino
meezetidi	gacinuwa
meezetido	gaciya
meezetidoba	gacuwa
meezetidobaa	gacuwakka
meezetidobaappe	gacuwan
meezetidobay	gada
meezetidooge	gadaalla
meezetiiddi	gadaamee
meezetiis	gadaamiya
meezetikko	gadaawa
meezetinne	gadaawaa
meezetis	gadaawassi
meezetiya	gadaaway
meezetiyakko	gadabule
meezetiyo	gadara
meezetiyogawu	gadaraa
meezetiyoo	gaddaappaa
meezetiyoogaa	gaddabbi
meezetiyoogee	gaddabi
meezetoosona	gaddadettiis
meezetoy	gaddaduwa
meezettida	gade
meezettido	gadee
meezettiyoogaa	gaden
meezeyees	gadettaa
meezeyidi	gadiidaa
meeziya	gadiidaama
meeziyaa	gadiis
meeziyaanne	gadiya
meeziyaappe	gadiyassi
meeziyaara	gadiyawa
meeziyaaranne	gadulla
meeziyan	gadullidi
meeziyanne	gadulliis
meeziyawu	gafataa
meeziyza	gafatan
meezze	gaga
meezzee	gagaa
mehdhana	gagaama
mehdhi	gagaamettiis
mehe	gagagattees
mehee	gagagattiis
meheppe	gagantti
meheta	gaganttidi
meheti	gaganttiis
mehetikkaa	gaganttuwa
mehetu	gagate
mehetuppenne	gageella
mehetussi	gagettaa
mehiya	gagettiis
mehiyaappe	gaggara
mela	gaggarattiis
melissokkona	gaggidi
memory	gaggiis
men	gagisa
mento	gagisaws
mentoy	gagisiis
menttiyoogee	gailly
mentto	gajajja
menttoppe	gajigaja
menttota	gajigajiis
menttotanne	gakettaa
menttoti	gakettaappe
menttotu	gakettan
menttotuba	gakka
menttotun	gakkaanne
menttotuppe	gakkaasa
menttotussi	gakkada
menttoy	gakkana
menttoynne	gakkanaadan
menttuwa	gakkanaakkonne
menttuwaara	gakkanaappe
menttuwabaa	gakkanaashiina
menttuwakko	gakkanaashin
menttuwan	gakkanaashinkka
menttuwanne	gakkanaassi
menttuwappe	gakkanaayyoo
menttuwara	gakkanassi
menttuwassi	gakkanaw
menttuwawu	gakkanawkka
menttuwawukka	gakkas
menttwa	gakkays
mentuwa	gakkees
meqettaa	gakkenna
meqettaaiitiyo	gakkennan
meqettan	gakkennasan
meqetti	gakkettaa
meqqana	gakki
meqqenna	gakkibookkona
mera	gakkida
meraa	gakkidi
meraakka	gakkido
meraara	gakkidobaa
meran	gakkidoogaassi
merattees	gakkidoogaw
merattiyaagaa	gakkidoogee
meray	gakkidosona
mereta	gakkiis
meretaa	gakkikko
meretaaninne	gakkikkokka
meretan	gakkin
meretay	gakkinkka
meretettaa	gakkishin
meretiis	gakkiyo
merettan	gakkiyode
merettana	gakkiyogaappe
merettanamala	gakkkaw
merettees	gakknaashin
merettenna	gakkoosona
merettennaadan	gala
merettennan	galaca
merettes	galafiya
meretti	galalo
merettida	galaluwa
merettidaba	galamushiya
merettidabaa	galataa
merettidabi	galatan
merettide	galatanaassi
merettidi	galatays
merettido	galatettees
merettii	galati
merettiichchikko	galatidosonanne
merettiis	galatiis
merettikko	galatoos
merettishininne	galatos
merettiya	galay
merettiyaa	galbba
merettiyaaba	galbbaa
merettiyaakko	galbban
merettiyabat	galbbay
merettiyabi	galccacca
merettiyay	galcce
merettiyo	galccetees
merettiyoo	galccetiis
merettiyoy	galchchaa
meruwa	galchchiis
meruwaanne	galddiyo
meruwakka	galddo
mesqqeleetiya	galdduwa
messege	galiilaa
mesteetiyaa	galiile
metana	galiis
metees	galiya
methods	galjja
metiya	galjjaasu
metiyaba	galjjidi
meto	galjjiis
metodan	galla
metonne	gallasan
metootees	gallassa
metootenna	gallassaa
metootennan	gallassaappe
metootoosona	gallassaassi
metota	gallassan
metoti	gallassankka
metotuppe	gallassappe
metoy	gallassata
metoykka	gallassatun
metseetee	gallassaw
metseetiya	gallassay
metseetiyanne	gallassi
metuwa	gallassiis
metuwaa	gallbladder
metuwaakka	gallunttiis
metuwaara	galo
metuwan	galoy
metuwappe	galssaa
mexeqeliyaa	galuwa
mexi	gama
miccana	gamada
miccidi	gamadii
michche	gamanaw
michchee	gamashaasha
michcheeazina	gambbaa
michchiya	gambbaalliya
michchiyo	gambbaxaa
michchiyonne	gambbaxay
michchontta	gambbaxiis
michchotiyaa	gamboled
michchotuura	gamboling
miciiridi	gambolled
migration	gambolling
miicciddi	gamenna
miicciyo	gamennan
miichchaa	gamidi
miichchi	gamido
miichchis	gamidoogaa
miidoba	gamidoogaappe
miidobaa	gamiis
miiloone	gammaa
miilooneppe	gammaama
miiretussi	gamman
miis	'gammanna'
miishsha	gammanni
miishshaa	gammatanaw
miishshaappe	gammatidosona
miishshaara	gammatiis
miishshagiyoy	gammi
miishshan	gammidi
miishshata	gamo
miishshati	gamokkona
miishshatu	gamooran
miishshay	gamorrah
miishshaynne	gamuwa
miishshi	ganccariis
miishshsaa	ganccariya
miisiliyaa	ganchchiriya
miite	ganddaa
mikaaliyawu	ganddee
milaatikkonne	ganddigaaranaadan
milalees	ganddigaarettaa
milataagaadan	ganddigaaridi
milatana	ganddigaariis
milatees	ganddigaarishin
milatenna	ganddiishsha
milatettiyaaba	ganddiya
milatettiyo	ganettaa
milatettiyoonne	ganggaanuwa
milati	ganggettaa
milatida	ganggiis
milatidaagaadaninne	gangister
milatidaagadan	gangly
milatidaba	gani
milatii	ganiis
milatin	ganjjiya
milatiya	gannaa
milatiyaa	gannatiya
milatiyaabaa	gannattiyan
milatiyaaban	ganniyo
milatiyaabata	ganttiis
milatiyaageeti	ganxxaasu
milatiyaageetu	ganxxidosona
milatiyaageti	ganxxiis
milatiyaba	ganxxo
milatiyabata	ganxxu
milatiyabatun	ganxxuwa
milatiyakko	gaphigapha
milatiyo	gaphigaphiis
milatona	gappataa
milatoy	gara
milatuwa	garaa
milatuwanne	garaaninne
milatyaabatun	garamettaa
milila	garamettiis
milli	garamettiyogaa
milxxi	garamiis
minitti	garamissees
minjjay	garamissiis
minjjiyoode	garamuwa
minnanaa	garanttees
minnidi	garanttiis
mino	garanttiya
minoo	garatiis
minotettay	garatiya
mintetto	garawa
minttanawu	garawaa
minttees	garawaayyoo
mintteetteess	garaway
minttetettoosona	garawiya
minttettanawu	garawiyo
minttettees	garaxa
minttettiyaaba	garbagy
minttettiyo	garbballiis
minttettoos	garbballiya
minttettuwaabaa	garbbiya
minttettuwabaa	garccettaa
mintti	garccigarcca
minttidi	garccigarccees
minttiiddi	garccigarcciis
minttiya	garcciis
minttiyaageenne	garchchettaa
minttiyoogan	garchchiis
minute	garchchiya
mirabe	garchchuwa
mirgguwa	garddaa
misatees	garddaawa
misatissidi	garddatiis
misatiya	gariitaa
misatiyabaa	gariya
misatiyo	garmaamiis
misenne	garmaamuwa
mishiraachchaa	garret
mishireebaa	garrulous
mishirya	garssa
mishissees	garssaara
mishshaa	garssan
mishshay	garssaninne
misile	gartte
misilee	garttee
misilettees	garttiya
misilettenan	garuwa
misilettidabaa	garuwan
misilettidi	garxxaas
misilettiya	garxxana
misilidi	garxxanaw
misiliya	garxxarkkii
misiliyaa	garxxi
misiliyaassi	garxxidi
misiliyan	garxxido
misiyiyan	garxxiis
misooneti	garxxiyagaa
mitire	garxxuutee
mittaa	gashaa
mittan	gashaada
mittidi	gashe
miucuiridi	gashetiis
mixing	gashetiya
miya	gashiya
miyee	gasoynne
miyo	gass
miyogaa	gassaa
miyooban	gassammaa
miyoobati	gassammay
miyooga	gassammiis
miyoogee	gastta
miyyeti	gasttaasu
miyyiya	gasttida
miyyiyaara	gasttiis
miyyiyan	gasttissiis
moconan	gasttiya
mokka	gasttiyo
moleenne	gasttiyogaa
molettidi	gasuba
moliyo	gasuubban
monday	gasuubi
mono	gatee
moobayilya	gateekka
moobayliyanne	gateewaagay
moochchatto	gatima
mooddana	gatimaa
mooddanawu	gatiman
mooddanawunne	gatiya
mooddidi	gatiyawaagaa
mooddii	gato
mooddiyo	gatta
moodettaa	gattaa
moodettay	gattaasu
moodettees	gattada
moodettiyaa	gattan
moogettaasa	gattana
moogettikko	gattanaw
moogida	gattattiyasan
moojulee	gattees
moojuliya	gatti
moojuulee	gattidi
mooranawu	gattidosona
moorees	gattii
mooretti	gattiis
moorettiichchanaakkonne	gattikko
mooro	gattiyagaa
moorota	gattiyagee
mooroy	gattiyo
mooruwa	gatto
moota	gattoppo
mootta	gatuwa
moottaa	gatuwan
moottan	ga'usha
moozzay	gawa
morkkiya	gaw'a
mota	gawaa
motivation	gawaraa
motole	gawaray
motoree	gawari
moyissennan	gawariya
mt	gawcala
mucurettida	gawda
mucurettidaagaa	gawdaa
mucurettidi	gawdiis
mucuri	gawhayiis
mucuridi	gawhettaa
mucuro	gawhiina
mulccay	gawhiis
mule	gawhu
mulebaa	gawiis
mulee	gawlettaa
muleera	gawlla
mulekka	gawlliis
muleto	gawp
muletoo	gaws
muletookka	gawssa
mulitilingual	gawssiis
mulitlingual	gawuxaa
muliya	gawuxiis
mullekka	gawwattiis
multi	gawwiina
multilingual	gawxaa
multilingualism	gawxaappenne
munaqqidi	gawxay
muruta	gawxiis
murutaa	gaxa
murutaappe	gaxaa
murutan	gaxan
murutati	gaxare
murutettidi	gaxariya
murutissidi	gaxariyan
murxxiyoogaappe	gaxariyanganddan
muttumuro	gaxariyappe
muttumurotettaa	gaxattiis
muukettiyo	gaxayiis
muume	gaxayiyogaa
muussaa	gaxi
muuzunqqa	gaxxee
muuzunqqaa	gaxxiya
muuzunqqaq	gayca
muuzunqqay	gaycatiis
n	gayiya
na	gayliya
naa	gayllee
na'a	gaylliis
naaa	gaylliya
na'aa	gayra
naa''a	gayriis
naa''aa	gayroy
naa''aappe	gayruwa
naa''an	gaytaa
naa'antto	gaytalattiis
naa''antto	gaytaliina
naa'anttuwawu	gaytettaa
naa''ati	gaytigaytiis
naa''awu	gaytota
naa''aykka	gaytotaa
naacanaakko	gaytotan
naachchay	gaytotay
naaciyoy	gaytotettaa
naagaanaassa	gaytta
naagana	gayttaas
naaganaadan	gayttaasa
naaganawu	gayttaasu
naagennan	gayttana
naagettaa	gayttanaw
naagettanawu	gayttanna
naagettanawunne	gayttawsu
naagettees	gayttays
naagetteess	gayttenna
naagettidi	gaytti
naagettidoogaappe	gayttida
naagettii	gayttidi
naagettitebuzzle	gayttidoogaw
naagettiya	gayttidoogee
naagettiyaaba	gayttii
naagettiyabati	gayttiis
naagettiyay	gayttiiyo
naagettiyo	gayttikko
naagettoosona	gayttiyogaa
naagi	gayttiyogee
naagida	gayttotaa
naagide	gayyiya
naagidi	gazza
naagidinne	gazzaa
naagidiuttanawu	gazzay
naagidosona	gazziya
naagiiddi	ge
naagissiya	'gebars'
naagissiyo	gebre
naagite	gececca
naagiya	gececciis
naagiyo	geceeccula
naagiyooba	gechcheni
naagiyoogaa	gechchenni
naagiyoogaanne	gedaa
naagiyoogee	gede
naagiyoogeenne	gedee
naagiyoonaa	gedeekka
naagiyosoan	gedenuwa
naagiyoy	gedettaa
naago	gediya
naagoos	gediyan
naagoy	gediyappe
naaguwa	gediyara
naaguwawu	gee
